date,away_team,home_team,home_wins,away_pitcher_era,home_pitcher_era,away_pitcher_whip,home_pitcher_whip,away_pitcher_k9,home_pitcher_k9,era_advantage,whip_advantage,strikeout_advantage,pitcher_win_pct_diff,home_pitcher_quality,away_pitcher_quality,home_field,pitcher_quality_advantage
2025-08-19,Houston Astros,Detroit Tigers,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-19,Toronto Blue Jays,Pittsburgh Pirates,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-19,St. Louis Cardinals,Miami Marlins,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-19,New York Mets,Washington Nationals,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-19,Seattle Mariners,Philadelphia Phillies,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-19,Baltimore Orioles,Boston Red Sox,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-19,Chicago White Sox,Atlanta Braves,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-19,New York Yankees,Tampa Bay Rays,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-19,Texas Rangers,Kansas City Royals,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-19,Athletics,Minnesota Twins,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-19,Los Angeles Dodgers,Colorado Rockies,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-19,Cincinnati Reds,Los Angeles Angels,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-19,Cleveland Guardians,Arizona Diamondbacks,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-19,San Francisco Giants,San Diego Padres,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-18,Milwaukee Brewers,Chicago Cubs,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-18,Houston Astros,Detroit Tigers,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-18,Toronto Blue Jays,Pittsburgh Pirates,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-18,St. Louis Cardinals,Miami Marlins,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-18,Seattle Mariners,Philadelphia Phillies,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-18,Baltimore Orioles,Boston Red Sox,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-18,Chicago White Sox,Atlanta Braves,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-18,Texas Rangers,Kansas City Royals,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-18,Los Angeles Dodgers,Colorado Rockies,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-18,Cincinnati Reds,Los Angeles Angels,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-18,Cleveland Guardians,Arizona Diamondbacks,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-18,San Francisco Giants,San Diego Padres,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-17,Philadelphia Phillies,Washington Nationals,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-17,Miami Marlins,Boston Red Sox,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-17,Texas Rangers,Toronto Blue Jays,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-17,Atlanta Braves,Cleveland Guardians,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-17,Milwaukee Brewers,Cincinnati Reds,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-17,Baltimore Orioles,Houston Astros,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-17,Detroit Tigers,Minnesota Twins,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-17,Chicago White Sox,Kansas City Royals,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-17,New York Yankees,St. Louis Cardinals,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-17,Pittsburgh Pirates,Chicago Cubs,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-17,Arizona Diamondbacks,Colorado Rockies,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-17,Los Angeles Angels,Athletics,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-17,Tampa Bay Rays,San Francisco Giants,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-17,San Diego Padres,Los Angeles Dodgers,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-17,Seattle Mariners,New York Mets,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-16,Pittsburgh Pirates,Chicago Cubs,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-16,Texas Rangers,Toronto Blue Jays,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-16,Philadelphia Phillies,Washington Nationals,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-16,Seattle Mariners,New York Mets,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-16,Miami Marlins,Boston Red Sox,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-16,Milwaukee Brewers,Cincinnati Reds,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-16,Baltimore Orioles,Houston Astros,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-16,Atlanta Braves,Cleveland Guardians,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-16,Chicago White Sox,Kansas City Royals,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-16,Detroit Tigers,Minnesota Twins,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-16,New York Yankees,St. Louis Cardinals,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-16,Arizona Diamondbacks,Colorado Rockies,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-16,Tampa Bay Rays,San Francisco Giants,0,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-16,San Diego Padres,Los Angeles Dodgers,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
2025-08-16,Los Angeles Angels,Athletics,1,4.5,4.5,1.35,1.35,8.0,8.0,0.0,0.0,0.0,0.0,1.45,1.45,1,0.0
